title,description
US1: Als KDG wil ik dat elke eigenaar precies één restaurant beheert.,
US2: Als eigenaar wil ik mijn restaurant kunnen aanmaken via een endpoint.,
"US3: Als eigenaar wil ik bij het aanmaken verplichte gegevens invullen (naam, volledig adres, e-mail, openingsuren, logo).",
US4: Als eigenaar wil ik gerechten als concept kunnen bewaren zonder het live menu te beïnvloeden.,
"US5: Als eigenaar wil ik in de interface zien wat live is en wat in afwachting is, inclusief een teller van nog niet doorgevoerde wijzigingen.",
US6: Als eigenaar wil ik per gerecht kunnen publiceren of depubliceren.,
US7: Als eigenaar wil ik alle klaarstaande wijzigingen in één keer kunnen toepassen.,
US8: Als eigenaar wil ik wijzigingen kunnen inplannen zodat ze samen op een gekozen tijdstip live gaan.,
US9: Als eigenaar wil ik een gerecht direct uit voorraad of terug op voorraad kunnen zetten (niet planbaar).,
US10: Als KDG wil ik dat er maximaal 10 gerechten tegelijk beschikbaar zijn voor klanten.,
US12: Als eigenaar wil ik het restaurant handmatig kunnen openen of sluiten op elk moment.,
US39: Als klant wil ik dat het restaurant een indicatie geeft van hoe duur een restaurant is (in € tekens),
US40: Als KDG wil ik een integratietest voor de restaurantservice met een lijn coverage van minstens 60%,
