title,description
US11: Als KDG wil ik dat bestellingen enkel worden aangenomen binnen de openingsuren en sluitingen.,
US13: Als klant wil ik onmiddellijk zien of een restaurant open of gesloten is zodat ik wel/niet kan bestellen.,
US14: Als KDG wil ik dat geaccepteerde bestellingen haalbaar zijn binnen de openingsuren.,
"US15: Als klant wil ik per keer één restaurant bekijken, een mandje vullen en dit reviewen vóór ik bestel.",
US16: Als KDG wil ik dat een mandje alleen gerechten van één restaurant bevat.,
US17: Als klant wil ik bij checkout bevestigd krijgen dat gerechten bestelbaar zijn en prijzen nog geldig.,
US18: Als klant wil ik dat inhoud en prijs vastliggen zodra de bestelling geplaatst is.,
"US19: Als klant wil ik bij checkout mijn naam, leveradres en contact-e-mail kunnen invullen.",
"US20: Als klant wil ik kunnen betalen via een geïntegreerde betalingsprovider (Mollie, Stripe, …).",
US21: Als klant wil ik na checkout een tracking-scherm kunnen openen om statuswijzigingen te volgen.,
US22: Als restaurant wil ik na bestelling snel een beslissing kunnen nemen (aanvaarden of weigeren).,
US23: Als KDG wil ik dat het vijf-minutenvenster start bij indienen van de bestelling.,
US24: Als KDG wil ik bestellingen automatisch laten weigeren na vijf minuten zonder beslissing.,
US25: Als klant wil ik bij een weigering de reden zien zodat ik mijn mandje kan aanpassen of later opnieuw proberen.,
US26: Als restaurant wil ik een geaccepteerde bestelling later als klaar voor afhalen kunnen markeren.,
"US36: Als KDG wil ik uitbetalingen berekenen op basis van beleid (basisvergoeding, per-minuut, minimum/maximum, naar boven afronden).",
US37: Als KDG wil ik alleen uitbetalen bij “geleverd” en geen uitbetaling bij annulatie vóór “klaar voor afhalen”.,
"US38: Als platformbeheerder wil ik via een API een uitbetalingsrapport (PDF) voor een datumbereik kunnen opvragen, inclusief per-koerier samenvatting.",
